REITIR;Reitir Fasteignafélag;realestate;
Date;Bid;Ask;Opening price;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades;
2020-10-05;42,049;42,396;42,594;42,594;42,00;42,00;42,348;1075153,752034211;45531000;7;
2020-10-02;42,99;43,485;43,089;43,485;42,99;43,287;43,087;2435248,486708475;104926775;5;
2020-10-01;43,188;43,634;43,584;43,634;43,287;43,634;43,439;410375,58704404393;17826325;3;
2020-09-30;43,584;43,882;43,783;43,832;43,783;43,832;43,807;403813,61578749714;17690000;4;
2020-09-29;43,287;43,783;43,882;43,981;43,188;43,634;43,77;1223327,1011431964;53543736,4;9;
2020-09-28;44,278;44,724;44,476;44,525;44,377;44,377;44,50;405832,6838664346;18059600;3;
2020-09-25;44,129;44,525;44,278;44,426;44,278;44,377;44,354;1110487,443415617;49255000;9;
2020-09-24;44,228;44,575;44,525;44,525;43,931;44,525;44,261;1576892,1696501763;69794600;9;
2020-09-23;44,872;45,318;45,665;45,665;44,872;44,872;45,127;1413347,65525624;63780000;12;
2020-09-22;45,12;45,665;44,872;45,665;44,773;45,665;45,167;6609994,790804356;298550817;11;
2020-09-21;45,219;45,367;45,912;45,912;45,07;45,07;45,245;2394794,4386788835;108351828,9;14;
2020-09-18;45,912;46,556;47,15;47,15;45,912;46,457;46,126;5623866,798040696;259407884;15;
2020-09-17;45,714;46,259;44,402;46,16;44,402;46,16;45,692;7736864,952612473;354931568,6;22;
2020-09-16;44,08;44,674;44,129;44,426;44,129;44,228;44,178;4280222,420539576;189842465;7;
2020-09-15;43,931;44,377;;;;44,476;;;;0;
